,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
2612,Saravanamurugan,Super,4,15,4,2022,1,0,Super
2613,Mufeed,Looks better mobile under 25k .... Charge is very fast and battery drains quickly,3,12,4,2022,1,0,I like cameraVery fast chargeFingerprint sensor not much effectiveBattery drains quickly
2614,Prabhakar,New mobile battery half day,1,20,3,2022,1,0,Iam not expected this type of battery
2615,pavan kumar,Phone performance good,4,20,3,2022,1,0,Good mobile
2616,Amazon Customer,Good,5,20,3,2022,1,0,"The media could not be loaded.
                



 Good"
2617,RANJEET K THAKUR,Very good Phone.,5,20,3,2022,1,0,Very good Phone and all functions are very smooth.
2618,Manish Sharma,जितने पैसे लग रहे हैं उतना अच्छा नहीं है,3,20,3,2022,1,0,फ़ोन का कैमरा अच्छा है फ़ोन का देखने मे भी अच्छा है लेकिन बैटरी बैकअप बिल्कुल खराब है सुपरफास्ट चार्जिंग है लेकिन बैटरी में थोड़ा और सुधार हो जाता तो अच्छा होता बैटरी लगातार 3 घण्टे भी नही चलता है
2619,Kumar Kalanand Mani,"Not at all worth of price I paid. I was proud user earlier handset, never felt down. of",2,20,3,2022,1,0,Battery life is shorter.Charging takes time despite having bigger charger.Camera despite high pixel clarity is not up to the mark.Sound quality and catching the network too is not satisfactory.
2620,Maggiee,It's good,5,19,3,2022,1,0,OSM🤗
2621,Amazon Customer,The mobile is very nice and speed is very much better than other other,5,9,4,2022,0,0,Battery is awesome with 65w ultra fast charging. Fingerprint sensor is very much better and camera quality is average but not bad even comparing other mobile in this range
2622,abhishek yadav,Best mobile phone under budget,4,10,4,2022,1,0,
2623,Abc,Don't buy OnePlus products,1,14,4,2022,1,0,Ab OnePlus me woh baat nhi rah gay
2624,Punith Kumar C,Camera is awesome,5,14,4,2022,1,0,Battery pickup is very less otherwisePhone is awesome light weight phone easy to use
2625,Pradeep Ranjan Bharati,1 star is not given because of poor call recording feature,4,14,4,2022,1,0,Never been disappointed yet .good product  but call recording system is poor as it will announce to the opposite person that call is being recorded
2626,Dipak Patel,Battery backup is not good and heating problems,2,8,4,2022,1,0,Battery backup is not good when we use streaming video it is heating much more than usual. Battery drain faster when you use YouTube Netflix or any video streaming appCamera quality is ok and quality of OnePlus of other model are ok but this is not good and expect from OnePlusIf you are gamer or heavy user this phone is not for you. If you want to buy low price OnePlus for Android status you are wasting money on this phone for quality and stability of OnePlus models
2627,Sarita Devi,Osm,5,27,3,2022,1,0,Nice
2628,Vikramreddy,Good phone with super quick charging.,4,10,4,2022,1,0,The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.
2629,Prabhudeep Singh,Go for it 😁,5,17,4,2022,1,0,It's a good phone who want to switch from MI
2630,Sonu Lodhi,Pattern lock not available,4,17,4,2022,1,1,Pattern lock not available
2631,Manmohan BM Mohta,"Pathetic to purchase anything from Amazon, disdusting",1,24,3,2022,1,2,Amazoing is playing with the amotions
2632,irfan sami,Good petformance as expected,5,30,3,2022,1,0,"Phone is very nice.good batery life,good speed,no heating problem.i feel sound is little bit low.but overall performance is very good.Phone is very speed."
2633,Deepak kumar,Very bad,1,30,3,2022,1,0,Missing
2634,Md Saddam,Amazing Work,4,30,3,2022,0,0,"Good experience with this phone...,Nice display,good camera, Average battery life,,65 watt charger,,very fast charging,Looking awesome,In BGMI no lack,90 hz touch refreshing rate ...."
2635,Narendra varma,Display good,5,29,3,2022,1,0,Good
2636,nishan,Dull phone,1,30,3,2022,1,0,So embarassing. Its have network connectivity problem and a lot hangs in a parallel of minutes. And more than this there is no replacement option to change this phone
2637,Rishikesh kumar,Hanging problem,5,30,3,2022,1,0,"The media could not be loaded.
                



 Excellent performance"
2638,Shopaholic mind,Oneplus never disappoints,5,4,4,2022,1,0,"In this price range you will get good phone with premium feel along with good battery life with 65w fast charger inside the box. Honestly speaking i really like one plus phones specially in this price range you can definitely buy this grey color, also let me mention you will get cover as well inside the box. Go for it"
2639,Bhairu lal suwalka,Overall good,5,4,4,2022,1,0,My experience first time use in onl plus brand mobile ..fill good
2640,Learn Excel with Rohit Education And learning blog,Battery,4,4,4,2022,1,0,Battery life too bad and always Mobile going like MI cell phone 😑😑
2641,Bhupender kumar,Camera 🤳 good quality,5,25,3,2022,1,1,its battery is not good
2642,Sandip,Nice quality build up.  Nice performance,5,21,3,2022,1,0,"Fingerprint fine,bettery awesome,camera quality avarage"
2643,Amazon Customer,Super,5,23,3,2022,1,0,Super mobile
2644,Bhuvaneswari Ganesh,Great Product,5,21,3,2022,1,0,Great Product
2645,Mrunal,Worth to buy.,5,21,3,2022,1,1,"Decent Camera,Classy look,light weightoverall good but slightly heats up after using Hotspot for some time."
2646,Shamal,Don't consider if u you really want a good camera phone for this price,3,21,3,2022,1,0,"Good screen, decent battery life.. Smooth.. But when comes to camera department, this device is bad.. Not upto level"
2647,Anil Meher,All are good 👍👍👍,5,22,3,2022,1,0,Front camera not satisfy
2648,Amazon Customer,"Camera ,👍",4,23,3,2022,1,0,
2649,RAJKUMAR,A mid range mobile,4,25,3,2022,1,0,A great deal except battery drain but a plus point with 65w charger
2650,sumit kumar,It's a awesome product,5,25,3,2022,1,0,
2651,Vikramreddy,Good phone with super quick charging.,4,10,4,2022,1,0,The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.
2652,Ankit,Osm,5,19,4,2022,1,0,Osm
2653,Mitthu,Camera quality isn't up to the mark,4,15,4,2022,1,0,I didn't like the camera quality specially the front otherwise the phone is smooth
2654,LEVIN,All round performance,4,19,4,2022,1,0,Nice photo
2655,Bhupendra singh,Super,5,16,4,2022,1,0,30 मिनट फूल चार्ज
2656,Anuj,Camera design is too big,4,12,4,2022,1,1,Camera design is not good
2657,Sonu Lodhi,Pattern lock not available,4,17,4,2022,1,1,Pattern lock not available
2658,Prabhudeep Singh,Go for it 😁,5,17,4,2022,1,0,It's a good phone who want to switch from MI
2659,mohit,It's a nice phone.,4,19,4,2022,1,0,"It's been more than a week, I have bought this phone, battery life, camera is good. I faced issue while installing Google pay on phone due to flash message issue during verification, but I switched to an alternative payment app.Overall it's a good product."
2660,Ankur,One plus in a budget,5,19,4,2022,1,0,"You should buy this phone, if you want a premium feel in a budget. However, due to the cost, expect compromises.The biggest disappointment could be battery back up."
2661,LEVIN,All round performance,4,19,4,2022,1,0,Nice photo
2662,Bhargav,Good,5,23,4,2022,1,0,Good
2663,Santosh kumar,Value for money,4,22,4,2022,1,0,Fast charging 🤩⚡
2664,Sohail khan,Poor service of One plus company..network issue,1,20,4,2022,1,0,Poor service by one plus company..and network issue..voice not clear during the call.only given assurance ...not given any solution of the problem...chatted me..
2665,Ankit,Osm,5,19,4,2022,1,0,Osm
2666,Rahul Dubey,"Cheaters, send me defective piece and now not replacing it",1,19,4,2022,1,0,"Friends don't go for it especially from Amazon, i got defective handset which was having pixels and hardware issues, technician of Amazon also said it's can't be rectified, since 15th April inam following for replacement or refund and both these Amazon and OnePlus not paying any heed my 25000 which i have upfront is stuck, so better but from retial outlet"
2667,Ankur,One plus in a budget,5,19,4,2022,1,0,"You should buy this phone, if you want a premium feel in a budget. However, due to the cost, expect compromises.The biggest disappointment could be battery back up."
2668,Rajesh chavada,Amazing experience,5,21,4,2022,1,1,
2669,Mohammed Muqueemuddin,The phone is excellent,5,26,4,2022,1,0,The back cover provided gets dirty soon.
2670,Sourabh,Amazing phone values for money,5,22,4,2022,1,0,Nice product
2671,Chetan Bhadala,"No last long battery life & no good camera quality, sometimes no view on screen during calling",2,24,4,2022,1,0,"I dislikes battery life, camera quality"
2672,amjad ali mohd khan,"SUPERB PHONE,,AMAZING,,5 OUT OF 5",5,20,3,2022,0,0,"AMAZING PHONE. THIS. MY. FIRST. ONEPLUS MOBILE. AND. IM. VERY. HAPPY,,IM. NOT. HEAVY USER,,,,TWO. DAY. BATTERY LIFE.  IN. 20 MNT. 80. PERCENT CHARGED,,,NICE. CAMERA,, EVERYTHING IS,,SUPERB,,,THANK YOU ONEPLUS. FOR. BUDGET PHONE,"
2673,Amit Kumar,Nord ce 2,4,21,3,2022,1,1,Gud phone if your budget 25 k and you want  one plus brand . Definetly you purchases nord ce 2 .gud  battry life fast processing . Smooth touch and scrooling
2674,Guruprasad KB,"Really Disappointed, it heats like a iron box, and hangs every now and then",1,25,3,2022,1,0,"Waste of money, literally regretting after buying this phone. Please do not waste money by buying this phone.It hangs frequently, u have to restart the phone every time. It is so frustrating. And all of sudden it gets heated in your pocket.. feels like it will explode anytime..I strongly recommend not to buy this phone.. Samsung A52 5G and realme is far far better than this ."
2675,Max Demon,no nonsense value for money,5,26,3,2022,1,1,"I got this in exchange offer, the process was smooth. just need to have amazon app installed on the older phone at the time of delivery. the checkup is fast and new phone is handed over. I see major improvements over my redmi 9 power. performance is quick and feels flagship..the screen is the key feature, fast refresh rate and vivid colors make it pleasure to watch movies and videos on it. adding a amazing camera you can skip your compact camera and not miss out. fast charging is practical and works as advertised.you never feel the charging routine for smartphone anymore, one thing i miss is wireless charging since wireless chargers are spread over my home and workplace and miss automatic charging. design is eye catching. if using a bundled cover the charging and headphone jack part is difficult to access.performance and software is apt, never feel sluggish and great for reading and movies"
2676,Saneh lata,वीडियो बनाते समय धूप में स्क्रीन काली हो जाती है,3,26,3,2022,1,0,
2677,Saraswathy Sriram,One Plus Nord CE 2,5,21,3,2022,1,0,I have using one plus Nord CE 2 on past two weeks it's having good features and user friendly to operate the mobile OS. Performance and camera quality quite good for this price range phone. Battery charging is very good with in 30 minutes battery fully charged and sensing of finger print and face detection is also good. This price range this spec phone is great.
2678,Sanjeeb Kumar Nayak,Awesome,5,21,3,2022,1,0,Camera quality is superb.... But the mobile actually looks like an oppo mobile not like OnePlus ...
2679,Amazon Customer,Worst Mobile performance,1,20,3,2022,1,1,"Overall unsatisfied, Camera quality is bad, performance of the mobile is not adequate,. Stuck and hanging issues in mobile"
2680,Naveen,Good phone,4,21,3,2022,1,0,Like
2681,Prabhjot,Good product by one plus,5,22,3,2022,1,0,Back camera 108 mp or front camera 32 mp or battery 5000 mh within 24000 rs me hona cahida si
2682,Chidanand Mordi,Good phone,4,20,3,2022,1,0,Good phone
2683,amjad ali mohd khan,"SUPERB PHONE,,AMAZING,,5 OUT OF 5",5,20,3,2022,0,0,"AMAZING PHONE. THIS. MY. FIRST. ONEPLUS MOBILE. AND. IM. VERY. HAPPY,,IM. NOT. HEAVY USER,,,,TWO. DAY. BATTERY LIFE.  IN. 20 MNT. 80. PERCENT CHARGED,,,NICE. CAMERA,, EVERYTHING IS,,SUPERB,,,THANK YOU ONEPLUS. FOR. BUDGET PHONE,"
2684,Amazon Customer,Worst Mobile performance,1,20,3,2022,1,1,"Overall unsatisfied, Camera quality is bad, performance of the mobile is not adequate,. Stuck and hanging issues in mobile"
2685,Ajit Kumar,Batry nahi chal raha h,2,24,3,2022,1,1,Es phone me din me 2bar batry charge karna padta this phone is very bad batry quality
2686,Max Demon,no nonsense value for money,5,26,3,2022,1,1,"I got this in exchange offer, the process was smooth. just need to have amazon app installed on the older phone at the time of delivery. the checkup is fast and new phone is handed over. I see major improvements over my redmi 9 power. performance is quick and feels flagship..the screen is the key feature, fast refresh rate and vivid colors make it pleasure to watch movies and videos on it. adding a amazing camera you can skip your compact camera and not miss out. fast charging is practical and works as advertised.you never feel the charging routine for smartphone anymore, one thing i miss is wireless charging since wireless chargers are spread over my home and workplace and miss automatic charging. design is eye catching. if using a bundled cover the charging and headphone jack part is difficult to access.performance and software is apt, never feel sluggish and great for reading and movies"
